customer_id,signup_date,acquisition_channel,age,city_tier
CUST01584,2023-07-09,Paid Ads,24,Tier 3
CUST01585,2023-08-01,Social Media,36,Tier 3
CUST01586,2023-11-09,Organic Search,32,Tier 1
CUST01587,2023-08-19,Organic Search,37,Tier 2
CUST01588,2023-09-20,Organic Search,32,Tier 3
CUST01589,2023-07-05,Social Media,58,Tier 3
CUST01590,2023-11-25,Organic Search,35,Tier 2
CUST01591,2023-09-25,Paid Ads,53,Tier 1
CUST01592,2023-11-03,Paid Ads,47,Tier 2
CUST01593,2023-09-13,Social Media,35,Tier 2
CUST01594,2023-12-12,Paid Ads,26,Tier 1
CUST01595,2023-07-22,Organic Search,19,Tier 2
CUST01596,2024-01-02,Paid Ads,54,Tier 3
CUST01597,2023-09-06,Referral,25,Tier 2
CUST01598,2023-08-13,Email,23,Tier 2
CUST01599,2023-08-03,Referral,42,Tier 2
CUST01600,2023-09-15,Social Media,46,Tier 3
CUST01601,2023-08-11,Organic Search,35,Tier 2
CUST01602,2023-11-14,Email,55,Tier 2
CUST01603,2023-10-14,Organic Search,38,Tier 2
CUST01604,2023-10-03,Email,21,Tier 2
CUST01605,2023-11-12,Organic Search,55,Tier 2
CUST01606,2023-09-06,Paid Ads,44,Tier 2
CUST01607,2023-11-24,Referral,33,Tier 2
CUST01608,2023-12-06,Organic Search,26,Tier 2
CUST01609,2023-11-05,Social Media,31,Tier 1
CUST01610,2023-12-10,Organic Search,21,Tier 1
CUST01611,2024-01-01,Organic Search,19,Tier 1
CUST01612,2023-09-23,Social Media,27,Tier 3
CUST01613,2024-01-05,Email,49,Tier 1
CUST01614,2023-12-06,Social Media,59,Tier 1
CUST01615,2023-09-21,Organic Search,44,Tier 1
CUST01616,2023-10-03,Paid Ads,35,Tier 2
CUST01617,2023-12-28,Social Media,52,Tier 1
CUST01618,2023-08-01,Email,27,Tier 2
CUST01619,2023-09-04,Paid Ads,31,Tier 1
CUST01620,2024-01-03,Referral,23,Tier 3
CUST01621,2023-10-24,Email,59,Tier 3
CUST01622,2023-11-15,Referral,31,Tier 3
CUST01623,2023-11-07,Social Media,19,Tier 1
CUST01624,2024-01-10,Social Media,43,Tier 2
CUST01625,2023-08-29,Organic Search,22,Tier 2
CUST01626,2023-07-17,Paid Ads,54,Tier 1
CUST01627,2023-10-04,Social Media,28,Tier 1
CUST01628,2023-11-21,Organic Search,46,Tier 1
CUST01629,2023-07-16,Organic Search,24,Tier 2
CUST01630,2023-08-15,Paid Ads,45,Tier 1
CUST01631,2023-12-14,Organic Search,30,Tier 2
CUST01632,2023-12-06,Referral,21,Tier 2
CUST01633,2023-10-15,Social Media,51,Tier 2
CUST01634,2023-09-26,Paid Ads,28,Tier 3
CUST01635,2023-11-06,Organic Search,49,Tier 2
CUST01636,2023-11-16,Social Media,33,Tier 2
CUST01637,2023-10-27,Email,25,Tier 2
CUST01638,2023-09-23,Referral,54,Tier 1
CUST01639,2023-07-04,Email,32,Tier 1
CUST01640,2023-09-09,Paid Ads,32,Tier 3
CUST01641,2023-12-01,Paid Ads,21,Tier 3
CUST01642,2023-10-19,Referral,21,Tier 2
CUST01643,2023-08-19,Email,40,Tier 1
CUST01644,2023-11-17,Email,37,Tier 1
CUST01645,2023-10-03,Organic Search,53,Tier 1
CUST01646,2023-09-30,Social Media,30,Tier 3
CUST01647,2023-09-03,Social Media,23,Tier 2
CUST01648,2023-08-16,Paid Ads,28,Tier 3
CUST01649,2023-12-28,Paid Ads,59,Tier 2
CUST01650,2023-10-14,Organic Search,51,Tier 1
CUST01651,2024-01-15,Organic Search,31,Tier 1
CUST01652,2023-11-07,Organic Search,53,Tier 1
CUST01653,2023-10-14,Organic Search,50,Tier 2
CUST01654,2023-07-24,Email,29,Tier 1
CUST01655,2023-07-04,Organic Search,56,Tier 2
CUST01656,2023-10-16,Organic Search,42,Tier 2
CUST01657,2023-07-19,Social Media,53,Tier 1
CUST01658,2023-12-01,Email,37,Tier 1
CUST01659,2023-08-09,Email,24,Tier 1
CUST01660,2023-08-19,Paid Ads,58,Tier 2
CUST01661,2023-12-18,Email,53,Tier 2
CUST01662,2023-09-13,Organic Search,22,Tier 1
CUST01663,2024-01-11,Social Media,51,Tier 3
CUST01664,2023-07-12,Organic Search,31,Tier 2
CUST01665,2024-01-11,Email,54,Tier 2
CUST01666,2023-07-27,Paid Ads,37,Tier 2
CUST01667,2023-10-21,Social Media,30,Tier 3
CUST01668,2023-12-29,Paid Ads,29,Tier 2
CUST01669,2024-01-10,Paid Ads,24,Tier 1
CUST01670,2023-08-18,Organic Search,30,Tier 1
CUST01671,2023-11-21,Email,45,Tier 2
CUST01672,2023-11-07,Referral,59,Tier 2
CUST01673,2023-08-29,Social Media,43,Tier 2
CUST01674,2023-12-29,Organic Search,21,Tier 3
CUST01675,2023-07-30,Paid Ads,21,Tier 3
CUST01676,2023-09-22,Referral,38,Tier 1
CUST01677,2023-12-13,Paid Ads,46,Tier 1
CUST01678,2023-07-28,Email,41,Tier 1
CUST01679,2023-07-25,Referral,21,Tier 2
CUST01680,2023-10-04,Social Media,42,Tier 1
CUST01681,2023-11-02,Paid Ads,58,Tier 1
CUST01682,2023-07-10,Paid Ads,24,Tier 1
CUST01683,2024-01-04,Paid Ads,38,Tier 1
CUST01684,2023-08-11,Social Media,29,Tier 1
CUST01685,2023-08-09,Organic Search,50,Tier 1
CUST01686,2023-09-15,Organic Search,45,Tier 2
CUST01687,2023-10-13,Paid Ads,39,Tier 1
CUST01688,2023-10-26,Organic Search,31,Tier 1
CUST01689,2023-08-11,Email,40,Tier 3
CUST01690,2023-08-16,Email,53,Tier 3
CUST01691,2023-12-12,Paid Ads,40,Tier 1
CUST01692,2023-07-22,Paid Ads,46,Tier 1
CUST01693,2024-01-01,Referral,39,Tier 2
CUST01694,2023-10-15,Organic Search,36,Tier 1
CUST01695,2023-07-27,Social Media,49,Tier 1
CUST01696,2023-08-10,Referral,55,Tier 1
CUST01697,2023-09-18,Paid Ads,39,Tier 1
CUST01698,2023-12-09,Email,32,Tier 2
CUST01699,2023-12-07,Referral,43,Tier 3
CUST01700,2023-09-27,Organic Search,45,Tier 2
CUST01701,2023-09-04,Paid Ads,58,Tier 2
CUST01702,2023-07-12,Paid Ads,41,Tier 1
CUST01703,2023-12-15,Organic Search,49,Tier 2
CUST01704,2023-09-11,Social Media,47,Tier 1
CUST01705,2023-09-14,Social Media,48,Tier 1
CUST01706,2023-09-28,Social Media,44,Tier 2
CUST01707,2023-07-10,Organic Search,38,Tier 3
CUST01708,2023-10-04,Organic Search,56,Tier 1
CUST01709,2023-12-23,Email,37,Tier 3
CUST01710,2023-07-20,Organic Search,45,Tier 1
CUST01711,2023-08-08,Email,43,Tier 1
CUST01712,2023-08-29,Paid Ads,58,Tier 1
CUST01713,2023-09-04,Email,56,Tier 2
CUST01714,2023-09-03,Email,41,Tier 3
CUST01715,2023-12-26,Paid Ads,47,Tier 2
CUST01716,2023-11-01,Organic Search,33,Tier 1
CUST01717,2023-12-11,Paid Ads,21,Tier 1
CUST01718,2023-11-29,Paid Ads,28,Tier 2
CUST01719,2023-12-02,Email,33,Tier 1
CUST01720,2023-11-07,Social Media,34,Tier 1
CUST01721,2023-12-06,Social Media,35,Tier 3
CUST01722,2023-08-26,Referral,37,Tier 2
CUST01723,2023-09-16,Organic Search,29,Tier 1
CUST01724,2024-01-10,Organic Search,23,Tier 1
CUST01725,2023-07-29,Paid Ads,23,Tier 1
CUST01726,2023-07-15,Social Media,32,Tier 2
CUST01727,2023-07-12,Paid Ads,44,Tier 3
CUST01728,2023-10-09,Social Media,26,Tier 2
CUST01729,2023-12-03,Paid Ads,23,Tier 1
CUST01730,2023-09-22,Referral,25,Tier 1
CUST01731,2023-11-02,Referral,34,Tier 3
CUST01732,2023-10-11,Organic Search,32,Tier 3
CUST01733,2023-07-24,Paid Ads,55,Tier 2
CUST01734,2023-11-26,Email,59,Tier 1
CUST01735,2023-11-15,Organic Search,22,Tier 2
CUST01736,2023-10-18,Paid Ads,54,Tier 3
CUST01737,2023-09-16,Email,35,Tier 2
CUST01738,2023-10-09,Organic Search,54,Tier 2
CUST01739,2023-11-23,Email,24,Tier 1
CUST01740,2023-11-19,Email,34,Tier 1
CUST01741,2023-12-09,Organic Search,47,Tier 1
CUST01742,2023-11-05,Paid Ads,54,Tier 3
CUST01743,2023-08-27,Organic Search,56,Tier 2
CUST01744,2023-09-14,Social Media,55,Tier 2
CUST01745,2023-11-27,Organic Search,28,Tier 1
CUST01746,2024-01-14,Social Media,59,Tier 3
CUST01747,2023-08-05,Paid Ads,54,Tier 3
CUST01748,2023-12-20,Organic Search,47,Tier 1
CUST01749,2023-12-11,Paid Ads,32,Tier 3
CUST01750,2023-07-22,Paid Ads,22,Tier 1
CUST01751,2023-11-04,Paid Ads,54,Tier 1
CUST01752,2023-09-18,Email,31,Tier 1
CUST01753,2024-01-05,Paid Ads,36,Tier 3
CUST01754,2023-10-08,Organic Search,51,Tier 3
CUST01755,2023-12-31,Organic Search,39,Tier 1
CUST01756,2023-10-04,Social Media,34,Tier 2
CUST01757,2023-12-08,Email,33,Tier 2
CUST01758,2023-12-20,Paid Ads,23,Tier 3
CUST01759,2023-12-11,Social Media,24,Tier 1
CUST01760,2023-11-25,Paid Ads,56,Tier 2
CUST01761,2023-07-18,Social Media,21,Tier 2
CUST01762,2023-08-07,Paid Ads,30,Tier 1
CUST01763,2024-01-11,Organic Search,54,Tier 1
CUST01764,2023-11-28,Referral,51,Tier 2
CUST01765,2023-10-17,Paid Ads,54,Tier 1
CUST01766,2023-10-31,Social Media,51,Tier 3
CUST01767,2023-11-21,Organic Search,49,Tier 1
CUST01768,2024-01-03,Email,39,Tier 3
CUST01769,2024-01-13,Social Media,45,Tier 1
CUST01770,2024-01-12,Organic Search,45,Tier 1
CUST01771,2023-11-26,Social Media,26,Tier 1
CUST01772,2023-10-12,Email,55,Tier 2
CUST01773,2024-01-14,Email,50,Tier 2
CUST01774,2023-11-17,Paid Ads,44,Tier 1
CUST01775,2023-11-21,Social Media,20,Tier 1
CUST01776,2023-09-19,Organic Search,30,Tier 2
CUST01777,2023-09-25,Organic Search,40,Tier 2
CUST01778,2023-11-19,Social Media,35,Tier 2
CUST01779,2023-08-30,Social Media,25,Tier 1
CUST01780,2024-01-15,Organic Search,22,Tier 2
CUST01781,2023-08-15,Paid Ads,55,Tier 2
CUST01782,2023-08-01,Paid Ads,56,Tier 3
CUST01783,2023-07-15,Paid Ads,50,Tier 2
CUST01784,2023-08-13,Organic Search,29,Tier 1
CUST01785,2023-11-22,Email,19,Tier 1
CUST01786,2023-12-16,Organic Search,43,Tier 2
CUST01787,2023-08-23,Social Media,42,Tier 2
CUST01788,2023-08-13,Social Media,35,Tier 3
CUST01789,2023-10-06,Paid Ads,26,Tier 2
CUST01790,2023-07-05,Organic Search,45,Tier 2
CUST01791,2023-10-17,Organic Search,36,Tier 1
CUST01792,2023-07-27,Paid Ads,45,Tier 1
CUST01793,2023-10-24,Social Media,40,Tier 1
CUST01794,2023-09-25,Paid Ads,34,Tier 1
CUST01795,2023-10-12,Email,20,Tier 2
CUST01796,2023-10-31,Paid Ads,23,Tier 1
CUST01797,2023-09-17,Paid Ads,36,Tier 1
CUST01798,2023-08-12,Organic Search,21,Tier 1
CUST01799,2023-10-05,Organic Search,45,Tier 1
CUST01800,2023-07-31,Organic Search,35,Tier 1
CUST01801,2023-10-07,Paid Ads,34,Tier 2
CUST01802,2023-07-17,Social Media,24,Tier 1
CUST01803,2023-09-21,Social Media,25,Tier 2
CUST01804,2023-10-18,Organic Search,32,Tier 2
CUST01805,2023-12-29,Organic Search,56,Tier 3
CUST01806,2024-01-06,Organic Search,58,Tier 1
CUST01807,2023-08-01,Paid Ads,33,Tier 1
CUST01808,2023-12-15,Paid Ads,51,Tier 1
CUST01809,2023-11-18,Paid Ads,45,Tier 2
CUST01810,2023-08-04,Organic Search,47,Tier 3
CUST01811,2023-11-10,Organic Search,55,Tier 2
CUST01812,2023-07-29,Organic Search,23,Tier 2
CUST01813,2023-09-08,Organic Search,47,Tier 1
CUST01814,2023-11-30,Social Media,50,Tier 2
CUST01815,2023-10-03,Organic Search,24,Tier 1
CUST01816,2023-07-22,Paid Ads,20,Tier 2
CUST01817,2024-01-10,Email,24,Tier 2
CUST01818,2023-12-20,Social Media,22,Tier 1
CUST01819,2023-09-07,Social Media,47,Tier 1
CUST01820,2023-09-27,Social Media,43,Tier 3
CUST01821,2023-09-10,Organic Search,27,Tier 1
CUST01822,2023-11-06,Email,21,Tier 1
CUST01823,2023-12-19,Social Media,44,Tier 1
CUST01824,2023-09-25,Organic Search,45,Tier 1
CUST01825,2023-10-04,Paid Ads,54,Tier 2
CUST01826,2023-09-13,Social Media,50,Tier 2
CUST01827,2023-12-14,Paid Ads,19,Tier 2
CUST01828,2023-08-23,Organic Search,34,Tier 1
CUST01829,2023-09-26,Organic Search,29,Tier 2
CUST01830,2023-12-04,Paid Ads,44,Tier 3
CUST01831,2023-08-23,Organic Search,58,Tier 1
CUST01832,2023-07-16,Email,19,Tier 1
CUST01833,2023-10-07,Social Media,44,Tier 3
CUST01834,2023-07-20,Organic Search,46,Tier 1
CUST01835,2023-08-15,Social Media,27,Tier 1
CUST01836,2024-01-11,Paid Ads,40,Tier 1
CUST01837,2024-01-09,Organic Search,26,Tier 1
CUST01838,2023-11-04,Social Media,45,Tier 1
CUST01839,2023-08-27,Social Media,57,Tier 1
CUST01840,2023-12-28,Email,37,Tier 2
CUST01841,2023-10-19,Social Media,43,Tier 1
CUST01842,2023-11-06,Social Media,56,Tier 3
CUST01843,2023-09-19,Social Media,39,Tier 1
CUST01844,2024-01-10,Paid Ads,42,Tier 3
CUST01845,2023-12-04,Social Media,42,Tier 3
CUST01846,2023-09-22,Referral,37,Tier 2
CUST01847,2023-09-08,Social Media,20,Tier 3
CUST01848,2023-07-08,Organic Search,32,Tier 2
CUST01849,2023-07-29,Paid Ads,50,Tier 3
CUST01850,2023-10-20,Email,50,Tier 1
CUST01851,2023-12-26,Organic Search,46,Tier 1
CUST01852,2023-12-08,Referral,57,Tier 2
CUST01853,2023-11-08,Organic Search,58,Tier 1
CUST01854,2024-01-04,Organic Search,58,Tier 3
CUST01855,2023-12-10,Referral,31,Tier 3
CUST01856,2024-01-13,Paid Ads,30,Tier 1
CUST01857,2023-10-16,Organic Search,26,Tier 3
CUST01858,2023-10-17,Email,33,Tier 1
CUST01859,2023-07-20,Email,44,Tier 1
CUST01860,2023-09-11,Organic Search,30,Tier 2
CUST01861,2023-12-14,Referral,45,Tier 1
CUST01862,2023-07-04,Paid Ads,36,Tier 2
CUST01863,2023-07-19,Email,54,Tier 2
CUST01864,2023-10-10,Paid Ads,45,Tier 1
CUST01865,2023-12-20,Email,27,Tier 2
CUST01866,2023-12-18,Organic Search,57,Tier 2
CUST01867,2023-11-18,Organic Search,19,Tier 1
CUST01868,2023-11-18,Paid Ads,25,Tier 1
CUST01869,2024-01-04,Social Media,44,Tier 3
CUST01870,2024-01-01,Organic Search,25,Tier 3
CUST01871,2023-09-24,Email,25,Tier 1
CUST01872,2023-08-21,Social Media,26,Tier 1
CUST01873,2023-10-19,Organic Search,34,Tier 3
CUST01874,2023-12-28,Organic Search,21,Tier 2
CUST01875,2023-10-17,Paid Ads,28,Tier 1
CUST01876,2023-09-24,Email,25,Tier 2
CUST01877,2023-08-12,Organic Search,39,Tier 2
CUST01878,2024-01-16,Paid Ads,55,Tier 2
CUST01879,2024-01-16,Email,49,Tier 1
CUST01880,2023-08-11,Email,41,Tier 2
CUST01881,2023-09-28,Organic Search,45,Tier 1
CUST01882,2023-10-23,Paid Ads,40,Tier 3
CUST01883,2023-07-26,Social Media,57,Tier 2
CUST01884,2023-11-28,Referral,45,Tier 2
CUST01885,2023-08-12,Social Media,22,Tier 2
CUST01886,2023-09-15,Email,42,Tier 1
CUST01887,2023-12-03,Paid Ads,41,Tier 3
CUST01888,2023-11-14,Paid Ads,37,Tier 1
CUST01889,2023-07-20,Organic Search,21,Tier 3
CUST01890,2023-12-31,Organic Search,45,Tier 1
CUST01891,2023-08-08,Email,21,Tier 1
CUST01892,2023-12-26,Organic Search,46,Tier 2
CUST01893,2023-07-12,Organic Search,35,Tier 2
CUST01894,2023-12-30,Referral,49,Tier 3
CUST01895,2023-07-11,Organic Search,28,Tier 2
CUST01896,2023-12-01,Organic Search,40,Tier 1
CUST01897,2023-08-11,Organic Search,48,Tier 3
CUST01898,2023-12-02,Email,39,Tier 1
CUST01899,2023-07-11,Email,54,Tier 3
CUST01900,2023-08-07,Paid Ads,41,Tier 2
CUST01901,2023-10-06,Paid Ads,56,Tier 1
CUST01902,2023-12-18,Social Media,30,Tier 1
CUST01903,2023-07-19,Social Media,43,Tier 1
CUST01904,2024-01-08,Referral,38,Tier 1
CUST01905,2023-11-11,Social Media,25,Tier 1
CUST01906,2023-12-21,Email,47,Tier 1
CUST01907,2023-10-24,Organic Search,47,Tier 1
CUST01908,2023-10-21,Organic Search,31,Tier 2
CUST01909,2023-12-17,Organic Search,21,Tier 3
CUST01910,2023-09-03,Email,20,Tier 1
CUST01911,2023-10-07,Social Media,34,Tier 1
CUST01912,2023-09-10,Paid Ads,48,Tier 1
CUST01913,2024-01-03,Organic Search,56,Tier 2
CUST01914,2023-08-21,Paid Ads,24,Tier 3
CUST01915,2023-10-26,Referral,25,Tier 2
CUST01916,2023-12-22,Email,23,Tier 3
CUST01917,2023-10-28,Social Media,25,Tier 2
CUST01918,2023-07-07,Social Media,52,Tier 2
CUST01919,2023-07-11,Referral,50,Tier 1
CUST01920,2023-10-11,Social Media,31,Tier 3
CUST01921,2023-08-30,Social Media,48,Tier 3
CUST01922,2023-09-06,Organic Search,43,Tier 2
CUST01923,2023-11-30,Organic Search,39,Tier 3
CUST01924,2023-11-17,Paid Ads,39,Tier 1
CUST01925,2023-12-01,Organic Search,46,Tier 3
CUST01926,2023-10-10,Referral,38,Tier 1
CUST01927,2023-10-18,Organic Search,52,Tier 1
CUST01928,2023-11-17,Social Media,23,Tier 1
CUST01929,2023-12-18,Paid Ads,36,Tier 3
CUST01930,2023-08-20,Paid Ads,57,Tier 3
CUST01931,2023-10-25,Referral,29,Tier 3
CUST01932,2023-12-12,Paid Ads,35,Tier 3
CUST01933,2023-08-15,Paid Ads,40,Tier 2
CUST01934,2023-08-22,Organic Search,55,Tier 3
CUST01935,2023-09-26,Email,38,Tier 3
CUST01936,2023-10-29,Organic Search,24,Tier 2
CUST01937,2023-07-13,Email,52,Tier 1
CUST01938,2023-09-27,Email,32,Tier 2
CUST01939,2023-11-02,Social Media,41,Tier 3
CUST01940,2023-10-26,Social Media,38,Tier 3
CUST01941,2023-08-23,Paid Ads,31,Tier 3
CUST01942,2024-01-01,Paid Ads,59,Tier 3
CUST01943,2023-10-24,Social Media,50,Tier 3
CUST01944,2023-10-26,Paid Ads,44,Tier 2
CUST01945,2023-07-04,Paid Ads,32,Tier 2
CUST01946,2023-09-13,Paid Ads,54,Tier 1
CUST01947,2023-08-18,Social Media,26,Tier 2
CUST01948,2023-07-07,Paid Ads,58,Tier 2
CUST01949,2023-10-18,Paid Ads,40,Tier 3
CUST01950,2023-10-30,Email,40,Tier 2
CUST01951,2023-07-11,Email,34,Tier 1
CUST01952,2023-09-30,Organic Search,45,Tier 1
CUST01953,2023-12-29,Paid Ads,28,Tier 2
CUST01954,2023-12-20,Social Media,43,Tier 2
CUST01955,2023-07-23,Referral,49,Tier 1
CUST01956,2023-07-28,Email,39,Tier 1
CUST01957,2023-10-19,Paid Ads,45,Tier 2
CUST01958,2023-08-26,Organic Search,35,Tier 1
CUST01959,2023-07-26,Social Media,51,Tier 1
CUST01960,2023-11-30,Social Media,49,Tier 1
CUST01961,2023-08-23,Organic Search,44,Tier 2
CUST01962,2023-07-29,Organic Search,39,Tier 2
CUST01963,2023-10-05,Social Media,54,Tier 1
CUST01964,2023-12-11,Paid Ads,19,Tier 3
CUST01965,2023-07-14,Paid Ads,22,Tier 1
CUST01966,2023-09-16,Organic Search,22,Tier 1
CUST01967,2023-08-04,Organic Search,44,Tier 1
CUST01968,2023-07-30,Paid Ads,22,Tier 1
CUST01969,2023-09-30,Social Media,27,Tier 1
CUST01970,2023-07-17,Paid Ads,48,Tier 1
CUST01971,2024-01-11,Paid Ads,22,Tier 2
CUST01972,2023-12-05,Organic Search,23,Tier 2
CUST01973,2023-10-01,Paid Ads,41,Tier 2
CUST01974,2023-12-20,Organic Search,34,Tier 2
CUST01975,2023-09-17,Paid Ads,40,Tier 1
CUST01976,2023-10-18,Social Media,55,Tier 3
CUST01977,2023-12-26,Organic Search,26,Tier 1
CUST01978,2023-10-10,Organic Search,51,Tier 2
CUST01979,2023-10-14,Organic Search,56,Tier 1
CUST01980,2023-08-16,Paid Ads,34,Tier 3
CUST01981,2023-12-28,Social Media,23,Tier 2
CUST01982,2023-09-02,Organic Search,34,Tier 1
CUST01983,2023-12-13,Referral,25,Tier 2
CUST01984,2023-09-02,Organic Search,19,Tier 1
CUST01985,2023-09-25,Social Media,27,Tier 2
CUST01986,2023-07-07,Paid Ads,36,Tier 2
CUST01987,2023-07-22,Email,21,Tier 1
CUST01988,2023-09-19,Paid Ads,42,Tier 1
CUST01989,2023-12-16,Paid Ads,46,Tier 1
CUST01990,2023-09-12,Social Media,28,Tier 2
CUST01991,2023-11-15,Social Media,27,Tier 1
CUST01992,2024-01-01,Paid Ads,31,Tier 2
CUST01993,2023-11-12,Organic Search,53,Tier 3
CUST01994,2023-11-02,Organic Search,41,Tier 1
CUST01995,2023-08-19,Social Media,35,Tier 3
CUST01996,2023-08-21,Paid Ads,25,Tier 2
CUST01997,2023-12-08,Paid Ads,34,Tier 1
CUST01998,2023-07-01,Email,58,Tier 1
CUST01999,2023-12-28,Social Media,54,Tier 2
CUST02000,2024-01-04,Email,38,Tier 1
CUST02001,2023-12-09,Social Media,42,Tier 1
CUST02002,2023-07-04,Social Media,23,Tier 1
CUST02003,2023-11-22,Paid Ads,24,Tier 2
CUST02004,2023-11-09,Organic Search,46,Tier 2
CUST02005,2023-12-18,Social Media,23,Tier 2
CUST02006,2023-07-04,Paid Ads,57,Tier 1
CUST02007,2023-07-01,Referral,56,Tier 3
CUST02008,2023-09-09,Organic Search,20,Tier 3
CUST02009,2023-12-25,Organic Search,57,Tier 1
CUST02010,2024-01-05,Referral,39,Tier 1
CUST02011,2023-08-04,Email,58,Tier 3
CUST02012,2023-07-08,Paid Ads,55,Tier 3
CUST02013,2023-11-29,Social Media,36,Tier 2
CUST02014,2023-08-05,Email,30,Tier 3
CUST02015,2023-12-25,Paid Ads,35,Tier 2
CUST02016,2023-10-31,Organic Search,55,Tier 1
CUST02017,2023-08-12,Social Media,56,Tier 2
CUST02018,2023-07-27,Social Media,33,Tier 2
CUST02019,2023-08-01,Organic Search,25,Tier 3
CUST02020,2023-09-16,Social Media,32,Tier 1
CUST02021,2023-10-29,Social Media,19,Tier 2
CUST02022,2023-11-23,Paid Ads,56,Tier 2
CUST02023,2023-12-03,Email,21,Tier 1
CUST02024,2023-12-04,Paid Ads,55,Tier 1
CUST02025,2023-07-16,Organic Search,49,Tier 3
CUST02026,2023-10-07,Social Media,31,Tier 1
CUST02027,2023-08-16,Social Media,36,Tier 2
CUST02028,2024-01-03,Email,35,Tier 3
CUST02029,2023-07-31,Paid Ads,35,Tier 1
CUST02030,2023-07-04,Organic Search,29,Tier 3
CUST02031,2023-12-12,Organic Search,38,Tier 2
CUST02032,2023-07-17,Paid Ads,28,Tier 2
CUST02033,2023-08-08,Organic Search,47,Tier 1
CUST02034,2023-08-17,Email,52,Tier 3
CUST02035,2023-12-21,Paid Ads,35,Tier 1
CUST02036,2023-12-23,Social Media,31,Tier 1
CUST02037,2023-08-08,Paid Ads,57,Tier 1
CUST02038,2023-11-09,Email,45,Tier 1
CUST02039,2023-07-30,Paid Ads,44,Tier 2
CUST02040,2023-12-05,Organic Search,46,Tier 3
CUST02041,2023-07-22,Organic Search,31,Tier 3
CUST02042,2023-09-04,Organic Search,30,Tier 1
CUST02043,2023-10-16,Social Media,46,Tier 1
CUST02044,2023-07-12,Organic Search,20,Tier 2
CUST02045,2023-08-05,Social Media,55,Tier 1
CUST02046,2023-07-18,Referral,52,Tier 3
CUST02047,2023-09-28,Social Media,41,Tier 3
CUST02048,2023-12-28,Organic Search,47,Tier 3
CUST02049,2024-01-15,Referral,53,Tier 1
CUST02050,2023-07-01,Organic Search,29,Tier 2
CUST02051,2023-11-04,Paid Ads,51,Tier 1
CUST02052,2024-01-02,Social Media,29,Tier 1
CUST02053,2023-09-28,Email,27,Tier 2
CUST02054,2023-09-25,Paid Ads,32,Tier 3
CUST02055,2023-09-28,Organic Search,27,Tier 3
CUST02056,2023-11-11,Paid Ads,57,Tier 3
CUST02057,2023-09-08,Paid Ads,21,Tier 3
CUST02058,2023-08-13,Paid Ads,47,Tier 1
CUST02059,2024-01-16,Referral,37,Tier 2
CUST02060,2023-11-29,Referral,54,Tier 1
CUST02061,2023-09-24,Social Media,50,Tier 1
CUST02062,2023-07-19,Paid Ads,25,Tier 2
CUST02063,2023-10-09,Email,46,Tier 2
CUST02064,2023-11-23,Referral,36,Tier 2
CUST02065,2023-10-03,Social Media,23,Tier 1
CUST02066,2023-10-09,Paid Ads,41,Tier 1
CUST02067,2023-07-30,Organic Search,40,Tier 1
CUST02068,2023-12-17,Organic Search,44,Tier 1
CUST02069,2023-08-02,Email,30,Tier 1
CUST02070,2023-07-12,Email,58,Tier 2
CUST02071,2023-10-26,Social Media,37,Tier 3
CUST02072,2023-10-02,Organic Search,19,Tier 1
CUST02073,2023-12-02,Organic Search,21,Tier 2
CUST02074,2023-12-14,Paid Ads,45,Tier 1
CUST02075,2023-11-14,Paid Ads,36,Tier 3
CUST02076,2023-11-26,Organic Search,48,Tier 1
CUST02077,2023-09-14,Email,20,Tier 3
CUST02078,2023-07-29,Paid Ads,23,Tier 3
CUST02079,2023-12-08,Social Media,47,Tier 3
CUST02080,2024-01-06,Paid Ads,51,Tier 1
CUST02081,2023-10-25,Paid Ads,38,Tier 2
CUST02082,2023-07-15,Paid Ads,48,Tier 1
CUST02083,2023-07-02,Social Media,23,Tier 1
CUST02084,2023-12-27,Organic Search,39,Tier 1
CUST02085,2023-10-25,Social Media,33,Tier 3
CUST02086,2023-12-19,Paid Ads,38,Tier 3
CUST02087,2023-12-29,Social Media,26,Tier 1
CUST02088,2023-07-18,Social Media,49,Tier 2
CUST02089,2023-07-03,Paid Ads,30,Tier 3
CUST02090,2023-11-12,Email,39,Tier 2
CUST02091,2023-12-18,Organic Search,48,Tier 1
CUST02092,2023-12-13,Social Media,45,Tier 2
CUST02093,2023-12-12,Paid Ads,44,Tier 2
CUST02094,2024-01-02,Paid Ads,51,Tier 2
CUST02095,2023-12-08,Social Media,44,Tier 2
CUST02096,2023-10-16,Social Media,44,Tier 1
CUST02097,2024-01-03,Organic Search,54,Tier 1
CUST02098,2023-10-03,Email,58,Tier 1
CUST02099,2023-10-30,Paid Ads,19,Tier 1
CUST02100,2023-07-11,Paid Ads,33,Tier 2
CUST02101,2023-09-06,Email,19,Tier 1
CUST02102,2023-10-31,Paid Ads,29,Tier 3
CUST02103,2024-01-12,Paid Ads,20,Tier 1
CUST02104,2023-10-21,Social Media,19,Tier 2
CUST02105,2023-10-06,Organic Search,49,Tier 3
CUST02106,2023-10-01,Email,34,Tier 3
CUST02107,2023-07-22,Organic Search,40,Tier 3
CUST02108,2024-01-10,Organic Search,36,Tier 2
CUST02109,2023-12-19,Organic Search,35,Tier 1
CUST02110,2023-11-04,Email,48,Tier 3
CUST02111,2023-11-11,Social Media,28,Tier 3
